mcc_code,day,volume
5331,483,4671798.378594612
5331,484,4786395.430988729
5331,485,4673795.0263253
5331,486,4067047.6258765147
5912,457,4210277.047509574
5912,458,4305399.5454786895
5912,459,4282072.758507772
5912,460,4251080.334389648
5912,461,4368405.1365995705
5912,462,4391397.914079874
5912,463,4330967.849619904
5912,464,4428816.782745548
5912,465,4467099.78732425
5912,466,4517555.819262069
5912,467,4453758.39556679
5912,468,4488145.6133287605
5912,469,4626392.533820245
5912,470,4599641.868161979
5912,471,4556049.550362503
5912,472,4574441.81155934
5912,473,4683505.173194129
5912,474,4648756.252519033
5912,475,4682933.430116023
5912,476,4806010.827827543
5912,477,4741901.660852464
5912,478,4662966.328436602
5912,479,4731203.975319005
5912,480,3355190.147506458
5912,481,4213876.661301883
5912,482,4243043.567958771
5912,483,4445338.5066002365
5912,484,4366272.402867661
5912,485,4332554.371004875
5912,486,3886470.6952562775
5411,457,32277644.70152916
5411,458,31810208.049992163
5411,459,31806325.143918253
5411,460,32191076.524372626
5411,461,32340749.5586759
5411,462,33977760.837434515
5411,463,34081612.64508339
5411,464,33322595.59992392
5411,465,33075383.74536041
5411,466,33304295.703480683
5411,467,33387743.37117797
5411,468,33536838.812371474
5411,469,35092740.39697873
5411,470,35434963.78427152
5411,471,35007168.0414868
5411,472,34470735.74865815
5411,473,34311205.28768062
5411,474,34715660.81199284
5411,475,34826018.97585394
5411,476,36437281.39996648
5411,477,37013352.04029893
5411,478,36337339.356652714
5411,479,35026403.6106097
5411,480,24291562.330653794
5411,481,32008866.086398408
5411,482,31529922.28485995
5411,483,33349046.53688392
5411,484,34029647.124945976
5411,485,33408128.157999117
5411,486,28526619.90223087
5812,457,4541610.770469837
5812,458,4497195.575455698
5812,459,4360412.751849784
5812,460,4477746.999847494
5812,461,4492256.97286803
5812,462,4830421.997682864
5812,463,4740454.615533435
5812,464,4696961.246783181
5812,465,4633740.843673861
5812,466,4559388.089387972
5812,467,4646770.300221692
5812,468,4655287.501640105
5812,469,5014592.620904887
5812,470,4971314.6680873325
5812,471,4897222.246522778
5812,472,4723412.788952499
5812,473,4733803.8919652235
5812,474,4772683.169450309
5812,475,4798096.465088967
5812,476,5173788.749616014
5812,477,5232545.352169917
5812,478,5079906.830576884
5812,479,4916091.295329652
5812,480,3434768.0460838396
5812,481,4450225.534695823
5812,482,4478840.455341963
5812,483,4696387.861218219
5812,484,4737561.8493680805
5812,485,4693235.491436754
5812,486,4078732.758184651
5719,457,486278.75015871896
5719,458,393849.83404026023
5719,459,352540.1114750814
5719,460,390255.9301690071
5719,461,439053.27488626854
5719,462,534774.880988256
5719,463,559300.3575968782
5719,464,464554.87584189826
5719,465,466660.09405790066
5719,466,422369.08429468906
5719,467,491415.8941047473
5719,468,421312.2021331034
5719,469,468946.7272621338
5719,470,544599.7948679568
5719,471,491445.9191844892
5719,472,457484.6127659416
5719,473,480725.07819278626
5719,474,484085.1220962373
5719,475,546132.3768659681
5719,476,466403.54582341755
5719,477,547167.6335249543
5719,478,441474.45702655765
5719,479,437927.9333776753
5719,480,341970.72270880843
5719,481,439429.0302427938
5719,482,396627.5294477756
5719,483,406790.2257327074
5719,484,475496.1689234547
5719,485,448708.6335153173
5719,486,456395.7359119716
6010,457,6868977.997747282
6010,458,7490917.577926804
6010,459,12475775.028933994
6010,460,10185446.93578256
6010,461,12290597.623239659
6010,462,9714253.774938067
6010,463,9019343.536826553
6010,464,8366988.213409
6010,465,9079551.094141882
6010,466,13628607.31445475
6010,467,7963857.734019091
6010,468,11343341.919733042
6010,469,10364181.722351639
6010,470,10101862.150913786
6010,471,8024363.531536765
6010,472,8865964.346258022
6010,473,16722710.30548963
6010,474,8709875.299642792
6010,475,13739694.262715207
6010,476,10744879.151587166
6010,477,9666344.039057145
6010,478,9262030.473867802
6010,479,10472924.514726205
6010,480,7837989.3300279165
6010,481,9189948.889853787
6010,482,7454427.550015931
6010,483,7756130.930064963
6010,484,10252186.621383391
6010,485,8946419.757647403
6010,486,7849479.906026992
5722,457,3184175.2691583117
5722,458,3127919.9284334984
5722,459,3076224.2143784203
5722,460,3148033.387981178
5722,461,3183786.538579709
5722,462,3426600.5580104464
5722,463,3326435.1319730193
5722,464,3367912.739104239
5722,465,3301149.212053632
5722,466,3158042.1664700983
5722,467,3299537.472172513
5722,468,3341087.6242140993
5722,469,3406370.66079502
5722,470,3453690.4614439257
5722,471,3546845.043474908
5722,472,3312453.4536509966
5722,473,3334160.367431406
5722,474,3417617.8851558
5722,475,3304980.2498254534
5722,476,3725263.1906313607
5722,477,3589317.2793234815
5722,478,3755401.5697348807
5722,479,3385846.7813844006
5722,480,2473075.761886328
5722,481,3062172.2755147764
5722,482,2967943.755738212
5722,483,3345169.2013595914
5722,484,3424300.4204392866
5722,485,3360109.3112695017
5722,486,2836507.3357929927
5621,457,1190979.7602642882
5621,458,1108049.5797481367
5621,459,1136417.9296115541
5621,460,1116539.487094395
5621,461,1197908.4328180663
5621,462,1159620.2544352552
5621,463,1247017.4085544755
5621,464,1195059.1685246285
5621,465,1144286.3243457063
5621,466,1163166.0682157073
5621,467,1166580.2449433648
5621,468,1223784.602169417
5621,469,1262185.0734264823
5621,470,1288032.7089895562
5621,471,1253276.7375291009
5621,472,1222440.3015152533
5621,473,1252358.7802272083
5621,474,1201571.2713207568
5621,475,1266817.6415798853
5621,476,1352428.1261746576
5621,477,1281365.1270188228
5621,478,1336421.2160759107
5621,479,1290473.0365730613
5621,480,918127.3167704482
5621,481,1154392.2687330183
5621,482,962036.9002750316
5621,483,1182862.654713086
5621,484,1404177.6516740348
5621,485,1243823.5223915246
5621,486,1059806.319512482
5814,457,2046914.6821156382
5814,458,2026151.6454272964
5814,459,2017880.869036045
5814,460,2026275.346202149
5814,461,2048790.0045646108
5814,462,2138634.0738720335
5814,463,2156069.5427331803
5814,464,2117845.7633149056
5814,465,2084113.023268933
5814,466,2085513.0747018673
5814,467,2116811.667283059
5814,468,2110488.834941181
5814,469,2203172.374563915
5814,470,2235690.318685163
5814,471,2217205.0193702453
5814,472,2169272.4497210067
5814,473,2172453.1563832858
5814,474,2190832.914597707
5814,475,2177232.9609856503
5814,476,2340148.351392947
5814,477,2326615.74802816
5814,478,2217475.751838855
5814,479,2265089.9549907516
5814,480,1591499.7852325526
5814,481,2011116.6583470022
5814,482,2015910.756094407
5814,483,2112293.4293046272
5814,484,2131335.0614595423
5814,485,2093677.4990345966
5814,486,1851105.2475562245
5921,457,1262108.0075976176
5921,458,1237762.5333210437
5921,459,1243292.0035799749
5921,460,1259413.6647949256
5921,461,1280504.7886395117
5921,462,1371303.3751001726
5921,463,1346906.8191309567
5921,464,1310322.7781995344
5921,465,1311603.5038213944
5921,466,1306169.047100262
5921,467,1299090.2961490918
5921,468,1316337.0036482026
5921,469,1414503.5866107843
5921,470,1424992.4310925184
5921,471,1344113.586070349
5921,472,1326827.1016179922
5921,473,1345591.6344436936
5921,474,1373817.5231693368
5921,475,1384680.9712530456
5921,476,1475818.5156272699
5921,477,1472937.8950481943
5921,478,1403577.6368205075
5921,479,1380797.3677374586
5921,480,1005586.0579233771
5921,481,1298535.1698677987
5921,482,1232709.1771856316
5921,483,1316738.9317358097
5921,484,1350612.669370349
5921,485,1279801.3049278888
5921,486,1150662.3862216468
5941,457,1879804.6726123493
5941,458,1742003.6943051133
5941,459,1787249.827386736
5941,460,1802591.463185237
5941,461,1757278.878337674
5941,462,1838939.981403534
5941,463,1914551.2228257393
5941,464,1958290.867024681
5941,465,1800281.852306812
5941,466,1811527.744294286
5941,467,1860622.7178307015
5941,468,1836583.811082726
5941,469,1976547.8002086065
5941,470,1967878.6642138222
5941,471,2012959.1917190042
5941,472,1929217.7814913637
5941,473,1863919.8585322145
5941,474,1878198.6532227134
5941,475,1904060.3726312767
5941,476,2021456.606224515
5941,477,2113583.369693964
5941,478,2087551.1918575482
5941,479,1932518.4586275811
5941,480,1383835.7818404734
5941,481,1766853.341107864
5941,482,1694381.8321060303
5941,483,1892817.9069006324
5941,484,1868135.0371344576
5941,485,1876135.786611446
5941,486,1707570.6995250545
5691,457,5013674.414086621
5691,458,4854364.475293467
5691,459,4790779.971424544
5691,460,4859404.485593704
5691,461,4848441.742741555
5691,462,5108826.58959954
5691,463,5423432.0919717485
5691,464,5236379.553013597
5691,465,5056395.064142259
5691,466,4795168.527865118
5691,467,4858811.271742064
5691,468,5293584.544832529
5691,469,5538517.422076957
5691,470,5337712.477337049
5691,471,5267154.466977605
5691,472,5189286.775806759
5691,473,5243416.219039601
5691,474,5282609.676836969
5691,475,5195942.989039225
5691,476,5542914.138468816
5691,477,5591508.9686608855
5691,478,5761979.81584323
5691,479,5321446.3784259185
5691,480,3820840.602367432
5691,481,4942569.813753953
5691,482,4463283.88876904
5691,483,5092947.041411405
5691,484,5472983.597925287
5691,485,5250782.843148139
5691,486,4417476.873990183
5813,457,332225.073541391
5813,458,337753.6426801187
5813,459,319791.20784884883
5813,460,323092.3396909646
5813,461,327106.6380077803
5813,462,340115.4212768944
5813,463,371203.07593827555
5813,464,353943.50425786787
5813,465,325948.94805492816
5813,466,327646.9622020779
5813,467,339450.8060318137
5813,468,335674.87484088074
5813,469,356788.8546700143
5813,470,385467.8377106182
5813,471,364481.1983460843
5813,472,353467.886330279
5813,473,331616.3931694217
5813,474,350970.61690445186
5813,475,351356.9662459844
5813,476,385255.87746702845
5813,477,393128.4186052441
5813,478,376273.8564804372
5813,479,348533.56993432745
5813,480,263527.7831910005
5813,481,333140.1863907014
5813,482,339637.5978861029
5813,483,345479.3336712941
5813,484,351378.4425462949
5813,485,351700.74439768866
5813,486,293900.4913140224
5211,457,3399308.069432239
5211,458,3251747.9080509464
5211,459,3407618.5225700205
5211,460,3294908.1013449063
5211,461,3322376.40961228
5211,462,3439383.931117168
5211,463,3570523.611639673
5211,464,3452214.987279936
5211,465,3453901.2949325196
5211,466,3422210.725940445
5211,467,3399100.5679480084
5211,468,3531721.4807656375
5211,469,3689281.065291869
5211,470,3685454.542645217
5211,471,3568344.6968182595
5211,472,3644513.5874276184
5211,473,3636291.3380459673
5211,474,3711643.991041806
5211,475,3603367.4268996418
5211,476,3715270.902322591
5211,477,3921741.555672842
5211,478,3801298.9057112993
5211,479,3509371.164116695
5211,480,2605746.0067798677
5211,481,3320957.0268807136
5211,482,3124675.5707080513
5211,483,3361545.425235557
5211,484,3764352.6584923863
5211,485,3487800.9387733005
5211,486,2949520.860198649
4812,457,1671775.524480874
4812,458,1696555.6198483168
4812,459,1796110.0739889576
4812,460,1680576.4157380534
4812,461,1708822.1861215672
4812,462,1806226.8380530537
4812,463,1707257.9710709788
4812,464,1774528.7786355661
4812,465,1819286.1239346906
4812,466,1736164.0322792123
4812,467,1838266.4816924764
4812,468,1767176.9827992117
4812,469,1796658.4395415757
4812,470,1868363.1559203714
4812,471,1834118.679165966
4812,472,1840175.3716428804
4812,473,1845125.235205462
4812,474,1879001.4913761562
4812,475,1859941.2791181728
4812,476,1921459.8962689345
4812,477,1886703.177812384
4812,478,1894205.1223034153
4812,479,1944708.8914113753
4812,480,1371805.836498048
4812,481,1768364.176136828
4812,482,1680781.637786964
4812,483,1777890.4718698934
4812,484,1743919.1180205925
4812,485,1667392.3721032368
4812,486,1554810.995639908
5945,457,951403.8244376403
5945,458,897778.9066050897
5945,459,920035.6272457867
5945,460,895752.6115015929
5945,461,914434.2351426334
5945,462,968047.9481987901
5945,463,986849.4836438049
5945,464,995504.8139690169
5945,465,927991.9038819466
5945,466,927482.0081059532
5945,467,981141.0614723894
5945,468,922060.5123266383
5945,469,982100.1635568255
5945,470,1047773.2355172926
5945,471,993682.7433501808
5945,472,962742.1415918447
5945,473,1009708.7252272018
5945,474,990592.8698602032
5945,475,980901.4322629186
5945,476,1054834.8817483422
5945,477,1042285.240642563
5945,478,1055028.1370290625
5945,479,977373.6885127233
5945,480,733459.7857540913
5945,481,906981.7698284201
5945,482,898821.2161297573
5945,483,985283.8874254889
5945,484,1018564.4448676114
5945,485,970237.6924067863
5945,486,846192.4639341797
5983,457,1284263.23520494
5983,458,1293944.6647006788
5983,459,1326098.17928744
5983,460,1290709.4424390097
5983,461,1306807.2248883608
5983,462,1362956.0516887417
5983,463,1346906.8191309567
5983,464,1337564.0930305251
5983,465,1322782.5953316644
5983,466,1370968.503046398
5983,467,1353667.3360470023
5983,468,1352180.4203147702
5983,469,1430571.6507204664
5983,470,1411656.4110620008
5983,471,1393161.2985331865
5983,472,1371219.6494219599
5983,473,1413553.8908379884
5983,474,1415626.776698433
5983,475,1406236.7927446149
5983,476,1452575.5204458772
5983,477,1474737.6235347833
5983,478,1453817.6927636345
5983,479,1410622.495493027
5983,480,1029633.3070043431
5983,481,1288347.3305748543
5983,482,1298297.3311995424
5983,483,1342555.184553047
5983,484,1366455.7230675407
5983,485,1312564.8691493792
5983,486,1188727.5049175154
5999,457,3254528.116144071
5999,458,3278856.461939554
5999,459,3514087.291521608
5999,460,3368323.947397582
5999,461,3294103.6565542365
5999,462,3547927.7724728445
5999,463,3532152.6864637854
5999,464,3421375.2052010475
5999,465,3570523.611639673
5999,466,3450950.7967818463
5999,467,3437494.8653331255
5999,468,3547927.7724728445
5999,469,3780933.8277004114
5999,470,3645181.070457176
5999,471,3663025.7782860054
5999,472,3551177.9427087046
5999,473,3648297.607788769
5999,474,3560511.605887195
5999,475,3673326.009014237
5999,476,3924375.780753967
5999,477,3689731.5055116955
5999,478,3716178.1837006556
5999,479,3674671.650660516
5999,480,2692090.2481407546
5999,481,3380889.9438489503
5999,482,3192154.7122976887
5999,483,3403668.527469762
5999,484,3582312.7600273546
5999,485,3462345.1951452224
5999,486,3074909.9767477196
5943,457,142236.89884942077
5943,458,141273.1386757198
5943,459,148267.5325518877
5943,460,143532.11140189905
5943,461,139946.79742273982
5943,462,156074.5672118234
5943,463,140815.26293713777
5943,464,149397.7301776599
5943,465,150545.7328145035
5943,466,150195.81296588175
5943,467,152868.1816071662
5943,468,152074.56968297221
5943,469,157669.0187598203
5943,470,146974.7354510663
5943,471,154998.3921440824
5943,472,149754.96741150558
5943,473,151201.70921666257
5943,474,158036.2915991368
5943,475,154023.89901597158
5943,476,162819.37788754352
5943,477,156975.46510186332
5943,478,157418.21717261407
5943,479,152868.1816071662
5943,480,114711.51144416467
5943,481,145114.33178844987
5943,482,136475.80946223793
5943,483,144060.53973798224
5943,484,138573.43331695933
5943,485,143804.891077504
5943,486,134756.10557958696
5533,457,2330738.435896319
5533,458,2387770.74354898
5533,459,2303859.96222894
5533,460,2384857.152665531
5533,461,2431013.4969901517
5533,462,2383110.7045537033
5533,463,2403272.293540703
5533,464,2432943.5640823105
5533,465,2414448.5058233165
5533,466,2446646.3562226514
5533,467,2472622.8781009736
5533,468,2510189.354763044
5533,469,2395362.7458872744
5533,470,2518785.494818916
5533,471,2541490.6523701414
5533,472,2448140.4317341177
5533,473,2531734.9206436193
5533,474,2567690.0798888006
5533,475,2573653.488335922
5533,476,2569101.2163787805
5533,477,2697848.3896375825
5533,478,2487763.7815970187
5533,479,2571140.8936225395
5533,480,1877281.543817829
5533,481,2347588.9683351004
5533,482,2235280.8974934192
5533,483,2424788.3515454372
5533,484,2418579.1436786368
5533,485,2258737.9668414188
5533,486,2216528.33276781
6300,457,91158.61222773096
6300,458,92989.23810197138
6300,459,135020.5358093833
6300,460,124202.67035070056
6300,461,149635.7938369404
6300,462,110399.31264255191
6300,463,92375.00271598737
6300,464,89539.5189056676
6300,465,169574.23207913944
6300,466,119381.47612394724
6300,467,150720.99731733813
6300,468,152223.64106309094
6300,469,127495.39393318382
6300,470,107026.66972692586
6300,471,73528.3325079387
6300,472,124553.2796693662
6300,473,201295.64135361247
6300,474,161094.0845797854
6300,475,125280.48734464632
6300,476,140479.28021056618
6300,477,100530.45567769773
6300,478,68695.99663424872
6300,479,156764.15313406562
6300,480,129194.00550864746
6300,481,110358.7075367717
6300,482,127667.37819038455
6300,483,121745.92637561061
6300,484,98679.20451466752
6300,485,76298.95672249871
6300,486,125803.61033156818
7832,457,242377.75313033725
7832,458,240944.06541135395
7832,459,231992.29189635895
7832,460,231213.1392249821
7832,461,239533.49066945785
7832,462,246323.01083827633
7832,463,268521.722717378
7832,464,256562.93508912498
7832,465,236722.5364422149
7832,466,243134.9591939916
7832,467,233572.75215642757
7832,468,236259.66334737628
7832,469,265679.7979938743
7832,470,261009.8153075946
7832,471,275641.9863718097
7832,472,244342.43564640798
7832,473,235020.1622564685
7832,474,249064.87158541396
7832,475,254189.10233227874
7832,476,275136.8179299122
7832,477,280985.2971591353
7832,478,267015.33600770734
7832,479,254764.9168675416
7832,480,185074.09556700278
7832,481,223796.40179541596
7832,482,234101.95616149253
7832,483,256829.8014140763
7832,484,256280.67239367877
7832,485,248016.05770219438
7832,486,215111.60268396162
8099,457,891278.1785568476
8099,458,893567.1636428484
8099,459,1053676.09287737
8099,460,940600.9663729381
8099,461,1001602.5347508815
8099,462,977373.6885127233
8099,463,986970.0170604463
8099,464,945669.3069732448
8099,465,982280.0994934917
8099,466,1063176.8955155548
8099,467,988055.4801760677
8099,468,1059353.404539258
8099,469,1001969.5828640185
8099,470,987090.5651915376
8099,471,975465.6428971946
8099,472,995444.0245147364
8099,473,1144356.1986902598
8099,474,1034296.5317450585
8099,475,1097410.6024818767
8099,476,1078806.9017881495
8099,477,1057349.962620413
8099,478,992954.8487567045
8099,479,1018937.7057552777
8099,480,763769.5552184475
8099,481,925275.6935238439
8099,482,859578.4235377377
8099,483,977134.9789597741
8099,484,1104132.2088471162
8099,485,956179.9334911109
8099,486,874616.9719269237
5992,457,277604.0307265472
5992,458,275810.5815105829
5992,459,286817.54376024473
5992,460,277977.7122605405
5992,461,301066.00289437734
5992,462,308029.06588637125
5992,463,293882.52308238746
5992,464,306264.00880720513
5992,465,310316.06601894903
5992,466,296807.72569985467
5992,467,295106.8645364835
5992,468,303598.2146354561
5992,469,317764.5484351412
5992,470,323033.09358822985
5992,471,306245.2859893766
5992,472,318503.5675254414
5992,473,315692.8108813813
5992,474,307333.1006010962
5992,475,311132.87782381434
5992,476,336434.91670192196
5992,477,326307.79266400484
5992,478,322835.6849095139
5992,479,314864.04716959
5992,480,233001.98250016556
5992,481,294710.1978671753
5992,482,290648.2702824829
5992,483,301840.05197930464
5992,484,300771.6485957538
5992,485,297007.4011805037
5992,486,255466.98660613186
3501,457,30822.61841944
3501,458,21840.22375820513
3501,459,22587.39410523454
3501,460,17444.30148810567
3501,461,17277.510791049914
3501,462,20844.531006333575
3501,463,27558.569211855916
3501,464,16959.218911545973
3501,465,19570.922189480847
3501,466,17644.74518175798
3501,467,22992.513087676827
3501,468,23738.245503796952
3501,469,12088.458614187328
3501,470,32609.538954852993
3501,471,23537.88186781199
3501,472,13305.479346298434
3501,473,22038.814397198887
3501,474,24426.884382434393
3501,475,27976.084392553086
3501,476,23169.54267795755
3501,477,24963.554247550786
3501,478,27563.70735972104
3501,479,26143.261598728095
3501,480,20227.009111080828
3501,481,27245.221143368766
3501,482,11363.355024967643
3501,483,19036.696548483535
3501,484,28389.23076406924
3501,485,26396.514878152815
3501,486,21027.69982334174
7997,457,231524.48646107138
7997,458,238408.0502771747
7997,459,296028.46113147814
7997,460,267964.0289613078
7997,461,288894.3169966562
7997,462,234259.5176854909
7997,463,249949.90658442597
7997,464,312696.47340030305
7997,465,301544.94214234693
7997,466,283556.86703528836
7997,467,256515.8697689875
7997,468,247970.5572187777
7997,469,299542.15735872684
7997,470,261041.73984095023
7997,471,241150.46565010323
7997,472,285191.27188609174
7997,473,301803.14748719556
7997,474,307746.72835379734
7997,475,282725.88703287195
7997,476,301729.3520164313
7997,477,298773.99132904364
7997,478,283210.3294827891
7997,479,283955.9085297539
7997,480,239123.62750905036
7997,481,281621.6939428325
7997,482,211820.6843968405
7997,483,284773.08517591184
7997,484,308877.63106834947
7997,485,253413.0376575001
7997,486,263415.0024462726
5641,457,1361043.363204554
5641,458,1290157.896079918
5641,459,1300677.6787491557
5641,460,1268520.5050699438
5641,461,1292602.2485148222
5641,462,1398445.154535221
5641,463,1428215.25945154
5641,464,1432756.959599989
5641,465,1328772.8531900903
5641,466,1372476.0713255089
5641,467,1372057.1362079817
5641,468,1361957.7922690273
5641,469,1442235.9056678165
5641,470,1462542.6825211302
5641,471,1439596.5944239462
5641,472,1391121.2969969441
5641,473,1365621.654069649
5641,474,1400837.974008972
5641,475,1420995.807162704
5641,476,1496323.8722460824
5641,477,1558898.2888025402
5641,478,1546479.668669979
5641,479,1388745.0689910655
5641,480,1036193.0365572548
5641,481,1343539.2278729824
5641,482,1239577.723614335
5641,483,1339116.7031814775
5641,484,1445850.7888667104
5641,485,1417529.591356902
5641,486,1194548.4796427125
4722,457,836226.052298269
4722,458,873549.3656522813
4722,459,838322.5322823379
4722,460,894440.7025706003
4722,461,946131.4165156964
4722,462,936245.6171163417
4722,463,887693.0363047178
4722,464,807863.5185158891
4722,465,800838.8001837312
4722,466,1274654.2151984877
4722,467,842274.0306043597
4722,468,960803.9701984655
4722,469,866959.2157100702
4722,470,949024.7189202168
4722,471,935274.1561394926
4722,472,950997.2141145449
4722,473,1046750.0308786897
4722,474,821997.8271516649
4722,475,1076963.9583864487
4722,476,950184.5144508625
4722,477,750773.4267072405
4722,478,854814.6184375405
4722,479,1050913.0228088908
4722,480,782323.5851726722
4722,481,939280.767618743
4722,482,819141.3257689868
4722,483,988477.9268813543
4722,484,989444.1973730456
4722,485,907480.4013936709
4722,486,824058.6572487166
5661,457,3193324.11148331
5661,458,3118958.4391176924
